Brand,Cigar Name,Factory Name,Ring Gauge,Length (mm),Length (inches),Vitola/Shape,Status,Release Year,Discontinued Year,Construction,Notes,cigar_name_norm,brand_norm,Description,Length mm,Length inches,Vitola,Assets,Package,Stock,Packaging
Bolivar,Bolivar Coronas J,Carlos Balino,42.0,,,,,,,,,bolivar coronas j,bolivar,Bolivar Coronas J - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Corona,https://drive.google.com/drive/folders/1yA5BywQI3B-kUG6xcWh_5aCet7IjnFCN?usp=drive_link,25.0,1.0,Single
Bolivar,Bolivar Belicosos Finos - SLB,Carlos Balino,52.0,,,,,,,,,bolivar belicosos finos  slb,bolivar,Bolivar Belicosos Finos - SLB - Premium Cuban cigar with authentic flavor profile,14.0,5.5,Robusto,https://drive.google.com/drive/folders/1XNIYJ8Lk_HFSw5tZeVyQXp1VQmZnzZVh?usp=drive_link,25.0,1.0,Single
Bolivar,Bolivar Tubos No.2,Carlos Balino,42.0,,,,,,,,,bolivar tubos no.2,bolivar,Bolivar Tubos No.2 - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Robusto,https://drive.google.com/drive/folders/1DZAr9PGgKF2USWvY4_n4IegUBzbUxi9j?usp=drive_link,25.0,1.0,Single
Bolivar,Bolivar Tubos No.3,Carlos Balino,,,,,,,,,,bolivar tubos no.3,bolivar,,,,,https://drive.google.com/drive/folders/1xd1qlCzceI3yYRnf7CYbF3LexU9RHREv?usp=drive_link,25.0,1.0,
Bolivar,Bolivar New Gold Medal,Carlos Balino,,,,,,,,,,bolivar new gold medal,bolivar,,,,,https://drive.google.com/drive/folders/1wmOSN-Mavo9V4XWzC15bBv4xPa4tPj50?usp=drive_link,20.0,1.0,
Bolivar,Bolivar Regentes,Carlos Balino,,,,,,,,,,bolivar regentes,bolivar,,,,,https://drive.google.com/drive/folders/1PeagPN_F6bY5V1UkOrGftz7RAP5V_uaQ?usp=drive_link,20.0,1.0,
Hoyo de Monterrey,Hoyo de Monterrey Double Coronas - SLB,,49.0,,,,,,,,,hoyo de monterrey double coronas  slb,hoyo de monterrey,Hoyo de Monterrey Double Coronas - SLB - Premium Cuban cigar with authentic flavor profile,19.4,7.6,Corona,https://drive.google.com/drive/folders/1QaBZuQlmfIXwoja-yPoals_mZs-AkiTu?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Epicure Especial - SLB,,50.0,,,,,,,,,hoyo de monterrey epicure especial  slb,hoyo de monterrey,Hoyo de Monterrey Epicure Especial - SLB - Premium Cuban cigar with authentic flavor profile,14.1,5.6,Robusto,https://drive.google.com/drive/folders/1Jw-be4JJxWNhX0v4OqnRCWtsFwAkRcBm?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Epicures No.1 - SLB,,46.0,,,,,,,,,hoyo de monterrey epicures no.1  slb,hoyo de monterrey,Hoyo de Monterrey Epicures No.1 - SLB - Premium Cuban cigar with authentic flavor profile,14.3,5.6,Robusto,https://drive.google.com/drive/folders/1yBzyFDs95GwQRY6cMV9HFfIP9OfQmkGf?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Souvenir de Luxe - Tins,,42.0,,,,,,,,,hoyo de monterrey souvenir de luxe  tins,hoyo de monterrey,Hoyo de Monterrey Souvenir de Luxe - Tins - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Robusto,https://drive.google.com/drive/folders/1kv7R4nIQPsEG4giXYIGEKw48hnQ7uZFT?usp=drive_link,5.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Epicures No.2 - SLB,,50.0,,,,,,,,,hoyo de monterrey epicures no.2  slb,hoyo de monterrey,Hoyo de Monterrey Epicures No.2 - SLB - Premium Cuban cigar with authentic flavor profile,12.4,4.9,Robusto,https://drive.google.com/drive/folders/1Vv9nqi_Wo0n5W1LsiExN1sKlL_zrqDqz?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Epicures No.2,,50.0,,,,,,,,,hoyo de monterrey epicures no.2,hoyo de monterrey,Hoyo de Monterrey Epicures No.2 - Premium Cuban cigar with authentic flavor profile,12.4,4.9,Robusto,https://drive.google.com/drive/folders/1Vv9nqi_Wo0n5W1LsiExN1sKlL_zrqDqz?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Petit Robustos - SLB,,50.0,,,,,,,,,hoyo de monterrey petit robustos  slb,hoyo de monterrey,Hoyo de Monterrey Petit Robustos - SLB - Premium Cuban cigar with authentic flavor profile,10.2,4.0,Robusto,https://drive.google.com/drive/folders/1H-QkHPr9M8dV8HJyW_WiUz3gh0EkaGba?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Petit Robustos,,50.0,,,,,,,,,hoyo de monterrey petit robustos,hoyo de monterrey,Hoyo de Monterrey Petit Robustos - Premium Cuban cigar with authentic flavor profile,10.2,4.0,Robusto,https://drive.google.com/drive/folders/1H-QkHPr9M8dV8HJyW_WiUz3gh0EkaGba?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey De San Juan - SLB,,54.0,,,,,,,,,hoyo de monterrey de san juan  slb,hoyo de monterrey,Hoyo de Monterrey De San Juan - SLB - Premium Cuban cigar with authentic flavor profile,15.0,5.9,Robusto,https://drive.google.com/drive/folders/14TARkXZK6gdca2TkSLUePc2mWvZxQ-J7?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey De Rio Seco - SLB,,56.0,,,,,,,,,hoyo de monterrey de rio seco  slb,hoyo de monterrey,Hoyo de Monterrey De Rio Seco - SLB - Premium Cuban cigar with authentic flavor profile,14.0,5.5,Robusto,https://drive.google.com/drive/folders/1U6t07vri4ya48AREnNKPmp8v0Pk84KAL?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Du Depute - SLB,,38.0,,,,,,,,,hoyo de monterrey du depute  slb,hoyo de monterrey,Hoyo de Monterrey Du Depute - SLB - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/16BnOXzF54cq6-fy9yPyoIcfsweydkWr8?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Du Maire - SLB,,30.0,,,,,,,,,hoyo de monterrey du maire  slb,hoyo de monterrey,Hoyo de Monterrey Du Maire - SLB - Premium Cuban cigar with authentic flavor profile,10.0,3.9,Robusto,https://drive.google.com/drive/folders/1Q75km3H9W1P5pef-dCccaAERUuLM5B1Q?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey De San Juan,,54.0,,,,,,,,,hoyo de monterrey de san juan,hoyo de monterrey,Hoyo de Monterrey De San Juan - Premium Cuban cigar with authentic flavor profile,15.0,5.9,Robusto,https://drive.google.com/drive/folders/14TARkXZK6gdca2TkSLUePc2mWvZxQ-J7?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Epicure Especial,,50.0,,,,,,,,,hoyo de monterrey epicure especial,hoyo de monterrey,Hoyo de Monterrey Epicure Especial - Premium Cuban cigar with authentic flavor profile,14.1,5.6,Robusto,https://drive.google.com/drive/folders/1Jw-be4JJxWNhX0v4OqnRCWtsFwAkRcBm?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey De Rio Seco,,56.0,,,,,,,,,hoyo de monterrey de rio seco,hoyo de monterrey,Hoyo de Monterrey De Rio Seco - Premium Cuban cigar with authentic flavor profile,14.0,5.5,Robusto,https://drive.google.com/drive/folders/1U6t07vri4ya48AREnNKPmp8v0Pk84KAL?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Epicures No.1,,46.0,,,,,,,,,hoyo de monterrey epicures no.1,hoyo de monterrey,Hoyo de Monterrey Epicures No.1 - Premium Cuban cigar with authentic flavor profile,14.3,5.6,Robusto,https://drive.google.com/drive/folders/1CSSNFBNv1UOObLzjbVrYx3Cde3R3CS4e?usp=drive_link,25.0,1.0,Single
Hoyo de Monterrey,Hoyo de Monterrey Monterreyes No.4,,,,,,,,,,,hoyo de monterrey monterreyes no.4,hoyo de monterrey,,,,,https://drive.google.com/drive/folders/1azQq15OESfCh9YfQJke0-M5QMXhxcsPI?usp=drive_link,10.0,1.0,
Hoyo de Monterrey,Hoyo de Monterrey Hermoso No.4 Anejados,,,,,,,,,,,hoyo de monterrey hermoso no.4 anejados,hoyo de monterrey,,,,,https://drive.google.com/drive/folders/1ZkrxY2_rFjx9J9sPlb6ySaEpxn10w_mg?usp=drive_link,25.0,1.0,
Cuaba,Cuaba Distinguidos,,52.0,,,,,,,,,cuaba distinguidos,cuaba,Cuaba Distinguidos - Premium Cuban cigar with authentic flavor profile,16.2,6.4,Robusto,https://drive.google.com/drive/folders/1TwTKzjSlkUNWVwBUmfTmuUc997Mut7D2?usp=drive_link,10.0,1.0,Single
Cuaba,Cuaba Exclusivos,,46.0,,,,,,,,,cuaba exclusivos,cuaba,Cuaba Exclusivos - Premium Cuban cigar with authentic flavor profile,14.5,5.7,Robusto,https://drive.google.com/drive/folders/1z1P0jMrk0kNFj6IGM2uhmCkGHrxfzhNU?usp=drive_link,25.0,1.0,Single
Cuaba,Cuaba Tradicionales,,42.0,,,,,,,,,cuaba tradicionales,cuaba,Cuaba Tradicionales - Premium Cuban cigar with authentic flavor profile,12.0,4.7,Robusto,https://drive.google.com/drive/folders/1EKdrTKyETvVmTROQ1ngNC0cnWG-WMYsP?usp=drive_link,25.0,1.0,Single
Cuaba,Cuaba Divinos,,43.0,,,,,,,,,cuaba divinos,cuaba,Cuaba Divinos - Premium Cuban cigar with authentic flavor profile,10.1,4.0,Robusto,https://drive.google.com/drive/folders/1gyC6Lt1xLNFa3KhNoyFzkkjRb5ZxS-ZW?usp=drive_link,25.0,1.0,Single
Cuaba,Cuaba Salomones,,,,,,,,,,,cuaba salomones,cuaba,,,,,https://drive.google.com/drive/folders/1uqNXezqHr-egEknOTaMaLP3rCl3QEOhW?usp=drive_link,10.0,1.0,
Fonseca,Fonseca Cosacos,,42.0,,,,,,,,,fonseca cosacos,fonseca,Fonseca Cosacos - Premium Cuban cigar with authentic flavor profile,13.5,5.3,Robusto,https://drive.google.com/drive/folders/1gMCvhgVI1tRAw7EAzY2W9WR2KZGlSkEI?usp=drive_link,25.0,1.0,Single
Fonseca,Fonseca KDT Cadetes,,36.0,,,,,,,,,fonseca kdt cadetes,fonseca,Fonseca KDT Cadetes - Premium Cuban cigar with authentic flavor profile,11.5,4.5,Robusto,https://drive.google.com/drive/folders/1b_b9PASAtOeLPwEfpmUeUBJ2Y5XeHeia?usp=drive_link,25.0,1.0,Single
El Rey Del Mundo,El Rey Del Mundo Demi Tasse,,30.0,,,,,,,,,el rey del mundo demi tasse,el rey del mundo,El Rey Del Mundo Demi Tasse - Premium Cuban cigar with authentic flavor profile,10.0,3.9,Robusto,https://drive.google.com/drive/folders/1RAajbzzkvunGm1qXY8qcIEv-5elVrfgZ?usp=drive_link,25.0,1.0,Single
El Rey Del Mundo,El Rey del Mundo Choix Supreme,,,,,,,,,,,el rey del mundo choix supreme,el rey del mundo,,,,,https://drive.google.com/drive/folders/1iLmxC28zia4iPTH6j-Glppq9S7iV811y?usp=drive_link,25.0,1.0,
Jose L. Piedra,Jose L. Piedra Cazadores,,43.0,,,,,,,,,jose l. piedra cazadores,jose l. piedra,Jose L. Piedra Cazadores - Premium Cuban cigar with authentic flavor profile,15.2,6.0,Robusto,https://drive.google.com/drive/folders/1dTnR6yjONdwUDqfsa1jO8xu17-KWy05v?usp=drive_link,12.0,1.0,Single
Jose L. Piedra,Jose L. Piedra Conservas,,44.0,,,,,,,,,jose l. piedra conservas,jose l. piedra,Jose L. Piedra Conservas - Premium Cuban cigar with authentic flavor profile,14.0,5.5,Robusto,https://drive.google.com/drive/folders/1HoWpvz_6Q0ITv5swSS2TGM8VS93N2pgF?usp=drive_link,12.0,1.0,Single
Jose L. Piedra,Jose L. Piedra Cremas,,40.0,,,,,,,,,jose l. piedra cremas,jose l. piedra,Jose L. Piedra Cremas - Premium Cuban cigar with authentic flavor profile,13.6,5.4,Robusto,https://drive.google.com/drive/folders/1NEjCLMuJNJ6GCr5PnuOLjSnSNPaVeE-1?usp=drive_link,5.0,1.0,Single
Jose L. Piedra,Jose L. Piedra Brevas,,42.0,,,,,,,,,jose l. piedra brevas,jose l. piedra,Jose L. Piedra Brevas - Premium Cuban cigar with authentic flavor profile,13.3,5.2,Robusto,https://drive.google.com/drive/folders/1sLIyHsAWkB-tji__4ztseU29v21mzXyN?usp=drive_link,12.0,1.0,Single
Jose L. Piedra,Jose L. Piedra Petit Cetros,,38.0,,,,,,,,,jose l. piedra petit cetros,jose l. piedra,Jose L. Piedra Petit Cetros - Premium Cuban cigar with authentic flavor profile,12.7,5.0,Robusto,https://drive.google.com/drive/folders/1yg_PsRDfV_rKj34SwlY8SuT4l5g5Tl63?usp=drive_link,25.0,1.0,Single
Jose L. Piedra,Jose L. Piedra Petit Caballeros,,48.0,,,,,,,,,jose l. piedra petit caballeros,jose l. piedra,Jose L. Piedra Petit Caballeros - Premium Cuban cigar with authentic flavor profile,12.0,4.7,Robusto,https://drive.google.com/drive/folders/1k0aHC48YsmB2hg0biu7Qc8iWK3sjpkpe?usp=drive_link,12.0,1.0,Single
Jose L. Piedra,Jose L. Piedra Petit Cazadores,,43.0,,,,,,,,,jose l. piedra petit cazadores,jose l. piedra,Jose L. Piedra Petit Cazadores - Premium Cuban cigar with authentic flavor profile,10.5,4.1,Robusto,https://drive.google.com/drive/folders/1ubXX4ziojAK6D_ARfR1L7TcjoHbllE3X?usp=drive_link,12.0,1.0,Single
Juan Lopez,Juan Lopez Seleccion No. 1,,50.0,,,,,,,,,juan lopez seleccion no. 1,juan lopez,Juan Lopez Seleccion No. 2 - Premium Cuban cigar with authentic flavor profile,12.4,4.9,Robusto,https://drive.google.com/drive/folders/1KqRJrjmhVDq1cx_2k05ovDD8QsEe86IV?usp=drive_link,25.0,1.0,Single
Juan Lopez,Juan Lopez Seleccion No. 2,,50.0,,,,,,,,,juan lopez seleccion no. 2,juan lopez,Juan Lopez Seleccion No. 2 - Premium Cuban cigar with authentic flavor profile,12.4,4.9,Robusto,https://drive.google.com/drive/folders/1wNEbeXvplW2U_1xP05uzLCRPJWiiWrR0?usp=drive_link,25.0,1.0,Single
Quintero,Quintero Favoritos,,50.0,,,,,,,,,quintero favoritos,quintero,Quintero Favoritos - Premium Cuban cigar with authentic flavor profile,11.5,4.5,Robusto,https://drive.google.com/drive/folders/1znGR74UL8Ngb4s_1DJCv8Ls2x9CfvX-X?usp=drive_link,25.0,1.0,Single
Quintero,Quintero Petit Quintero,,43.0,,,,,,,,,quintero petit quintero,quintero,Quintero Petit Quintero - Premium Cuban cigar with authentic flavor profile,10.5,4.1,Robusto,https://drive.google.com/drive/folders/13AAm-m5fbhEZM-h2LhQ8m0Os3pLi0nGD?usp=drive_link,25.0,1.0,Single
Quintero,Quintero Panetelas,,,,,,,,,,,quintero panetelas,quintero,,,,,https://drive.google.com/drive/folders/1gLkJBhUrBIYY3kio1_uThRtlPJVTFuMu?usp=drive_link,25.0,,
Quintero,Quintero Tubulares,,42.0,,,,,,,,,quintero tubulares,quintero,Quintero Tubulares - Premium Cuban cigar with authentic flavor profile,13.3,5.2,Robusto,https://drive.google.com/drive/folders/1RcxTCkJF2u7Q9bIiAfNu3g06Ovj0z265?usp=drive_link,1.0,1.0,Single
Vegueros,Vegueros Centrofinos,,50.0,,,,,,,,,vegueros centrofinos,vegueros,Vegueros Centrofinos - Premium Cuban cigar with authentic flavor profile,13.0,5.1,Robusto,https://drive.google.com/drive/folders/1q7OQ-t4jtosZvqJY1LHw_t4vVO83aALq?usp=drive_link,16.0,1.0,Single
Vegueros,Vegueros Entretiempos,,52.0,,,,,,,,,vegueros entretiempos,vegueros,Vegueros Entretiempos - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1Yc1KT2g14gmWXMHYLE-v6W8zYVif5vNO?usp=drive_link,16.0,1.0,Single
Vegueros,Vegueros Mananitas,,46.0,,,,,,,,,vegueros mananitas,vegueros,Vegueros Mananitas - Premium Cuban cigar with authentic flavor profile,10.0,3.9,Robusto,https://drive.google.com/drive/folders/1tUAR5E_qA7jzkmtmnoLURFsdKuDJrfOw?usp=drive_link,16.0,1.0,Single
Vegueros,Vegueros Centrogordos,,46.0,,,,,,,,,vegueros centrogordos,vegueros,Vegueros Mananitas - Premium Cuban cigar with authentic flavor profile,10.0,3.9,Robusto,https://drive.google.com/drive/folders/1X8mDaHP57PknNSLtpy6ubAK5wj6hujA0?usp=drive_link,16.0,1.0,Single
Sancho Panza ,Sancho Panza Non Plus,,42.0,,,,,,,,,sancho panza non plus,sancho panza,Sancho Panza Non Plus - Premium Cuban cigar with authentic flavor profile,12.9,5.1,Robusto,https://drive.google.com/drive/folders/199KY2R0nYlh0RknMhTQj2xfxIJka6qOn?usp=drive_link,25.0,1.0,Single
Sancho Panza ,Sancho Panza Belicosos,,,,,,,,,,,sancho panza belicosos,sancho panza,,,,,https://drive.google.com/drive/folders/1Czoq92DlowaYuKiEDTgS2IFKn1flz4gP?usp=drive_link,25.0,,
Rafael Gonzalez,Rafael Gonzalez Perlas,,40.0,,,,,,,,,rafael gonzalez perlas,rafael gonzalez,Rafael Gonzalez Perlas - Premium Cuban cigar with authentic flavor profile,10.2,4.0,Robusto,https://drive.google.com/drive/folders/1mw8a_v9owezqWjHt5jYYnFCfqvu3WTrP?usp=drive_link,25.0,1.0,Single
rafael Gonzalez,Rafael Gonzalez Coronas de Lonsdales,,,,,,,,,,,rafael gonzalez coronas de lonsdales,rafael gonzalez,,,,,https://drive.google.com/drive/folders/17ZeNgY6-qo4XZOYztKrAp-kw2zUzrV4r?usp=drive_link,10.0,1.0,
rafael Gonzalez,Rafael Gonzalez Petit Coronas,,,,,,,,,,,rafael gonzalez petit coronas,rafael gonzalez,,,,,https://drive.google.com/drive/folders/1TUAL-xvTBmNrpRX_WmxbbUfKvlPEZRcl?usp=drive_link,25.0,1.0,
Quai D'Orsay,Quai D'Orsay No.54,,54.0,,,,,,,,,quai d'orsay no.54,quai d'orsay,Quai D'Orsay No.54 - Premium Cuban cigar with authentic flavor profile,13.5,5.3,Robusto,https://drive.google.com/drive/folders/1_QxpxVvAjsHNwvQdRQXfn8L4zIQKYlni?usp=drive_link,25.0,1.0,Single
Quai D'Orsay,Quai d'Orsay Corona Claro,,,,,,,,,,,quai d'orsay corona claro,quai d'orsay,,,,,https://drive.google.com/drive/folders/1mciQ4V0lbTX-8S3Ks3QKgzng-aisex8d?usp=drive_link,25.0,1.0,
Quai D'Orsay,Quai d'Orsay No.52,,,,,,,,,,,quai d'orsay no.52,quai d'orsay,,,,,https://drive.google.com/drive/folders/1Wd8mPz3Dn0O3yStLLICSfu7XWSSWcYR5?usp=drive_link,25.0,1.0,
Quai D'Orsay,Quai D'Orsay No.50,,50.0,,,,,,,,,quai d'orsay no.50,quai d'orsay,Quai D'Orsay No.50 - Premium Cuban cigar with authentic flavor profile,11.0,4.3,Robusto,https://drive.google.com/drive/folders/1GtqbOEDB-esy0HYdvkaH0Id_qVd8vIlH?usp=drive_link,25.0,1.0,Single
Cohiba,Cohiba Ideales,El Laguito,,,,,,,,,,cohiba ideales,cohiba,Cohiba Ideales,,,,https://drive.google.com/drive/folders/1mJrmhXiWcpxWvoq3cHJOGIdAfPCAcrKR?usp=drive_link,10.0,1.0,
Cohiba,Cohiba Cohiba Minis,El Laguito,100.0,,,,,,,,,cohiba cohiba minis,cohiba,Cohiba Cohiba Minis - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1NrNU8qNpf_jGTNNDICB5fy0RKP3fGugh?usp=drive_link,10.0,1.0,Single
Montecristo,Montecristo Churchill Anejados,Briones Montoto,,,,,,,,,,montecristo churchill anejados,montecristo,,,,,https://drive.google.com/drive/folders/1Bf3ZXTXZRAOSZiYUwbe2bH-t5_8bYaOj?usp=drive_link,20.0,1.0,
Montecristo,Montecristo Open Slam,Briones Montoto,,,,,,,,,,montecristo open slam,montecristo,,,,,https://drive.google.com/drive/folders/1XCaFljJt9bqKXPgwTg5I4_K6Vk6Slfmh?usp=drive_link,20.0,1.0,
Montecristo,Montecristo Brillantes,Briones Montoto,,,,,,,,,,montecristo brillantes,montecristo,,,,,https://drive.google.com/drive/folders/1KaTzVhcJtAqzhlPzG1g66d9uS86Lq7-g?usp=drive_link,20.0,1.0,
Montecristo,Montecristo Edmundo Reserva,Briones Montoto,,,,,,,,,,montecristo edmundo reserva,montecristo,,,,,https://drive.google.com/drive/folders/1iTkYVtMjQt4bfq3ArfwSdHGH0ySw1T20?usp=drive_link,20.0,1.0,
Montecristo,Montecristo Montecristo Minis,Briones Montoto,100.0,,,,,,,,,montecristo montecristo minis,montecristo,Montecristo Montecristo Minis - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1s3RzphKVJ-4DM03-I-R63rn3SxE0N80X?usp=drive_link,10.0,0.0,Single
Montecristo,Montecristo Montecristo Open Minis,Briones Montoto,100.0,,,,,,,,,montecristo montecristo open minis,montecristo,Montecristo Montecristo Open Minis - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1-tzSMz6IY1rarnc5eY4Lzi3EYzaihL7p?usp=drive_link,10.0,0.0,Single
Romeo y Julieta ,Romeo y Julieta Romeo y Julieta Minis,Briones Montoto,100.0,,,,,,,,,romeo y julieta romeo y julieta minis,romeo y julieta,Romeo y Julieta Romeo y Julieta Minis - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1P-zaxICvUZnDrIWDy3g8Hsz6uj9U1Lro?usp=drive_link,10.0,0.0,Single
Partagas,Partgas Partagas Minis,Fernando Perez German,100.0,,,,,,,,,partgas partagas minis,partagas,Partgas Partagas Minis - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/190E2TuSSQYonU0UTxA6EPgsO5cE3Te4j?usp=drive_link,10.0,1.0,Single
Partagas,Partagas Serie Minis,Fernando Perez German,100.0,,,,,,,,,partagas serie minis,partagas,Partgas Partagas Serie Minis - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1lArg4eCOCHqkw9-e32qd1KGiUKrGL-gp?usp=drive_link,10.0,1.0,Single
Cohiba,Cohiba Cohiba Shorts,El Laguito,100.0,,,,,,,,,cohiba cohiba shorts,cohiba,Cohiba Cohiba Shorts - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1Rz1PUIVwVYvpBZde0iEwsdbZtBQd4EwS?usp=drive_link,10.0,1.0,Single
Montecristo,Montecristo Montecristo Shorts,Briones Montoto,100.0,,,,,,,,,montecristo montecristo shorts,montecristo,Montecristo Montecristo Shorts - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1j6b5wh_kPo9g1uFCfTIBJQr7JvTbCfwl?usp=drive_link,10.0,0.0,Single
Trinidad ,Trinidad Trinidad Shorts,Sancti Spíritus,100.0,,,,,,,,,trinidad trinidad shorts,trinidad,Trinidad Trinidad Shorts - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1YrCFaSEbBDUwld8r8rwuuW_4016lpyoo?usp=drive_link,10.0,1.0,Single
Montecristo,Montecristo Montecristo Puritos,Briones Montoto,50.0,,,,,,,,,montecristo montecristo puritos,montecristo,Montecristo Montecristo Puritos - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1MCimHe9bgKgtqlt2d_lEZIg4dkyznzej?usp=drive_link,10.0,0.0,Single
Romeo y Julieta ,Romeo y Julieta Romeo y Julieta Puritos,Briones Montoto,50.0,,,,,,,,,romeo y julieta romeo y julieta puritos,romeo y julieta,Romeo y Julieta Romeo y Julieta Puritos - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1aLUiZixWgxGX8qbnIPmb6yv6_2f1VcZo?usp=drive_link,10.0,0.0,Single
Montecristo,Montecristo Montecristo Clubs,Briones Montoto,100.0,,,,,,,,,montecristo montecristo clubs,montecristo,Montecristo Montecristo Clubs - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1jS8Fb8GP2dBAv59sze0S1AUBA7Di8SZd?usp=drive_link,10.0,0.0,Single
Cohiba,Cohiba Cohiba Clubs,El Laguito,100.0,,,,,,,,,cohiba cohiba clubs,cohiba,Cohiba Cohiba Clubs - Premium Cuban cigar with authentic flavor profile,124,4.88,Robusto,https://drive.google.com/drive/folders/1BZGTFGHZxlOW7EvxBrLYXUKJIVTKM2KY?usp=drive_link,10.0,1.0,Single
La Gloria Cubana,La Gloria Cubana Turquinos,,,,,,,,,,,la gloria cubana turquinos,la gloria cubana,,,,,https://drive.google.com/drive/folders/1GEO1ri6gv4komvcXPkusUQScmZLxQ3QJ?usp=drive_link,10.0,1.0,
La Gloria Cubana,La Gloria Cubana Medaille D'Or No.4,,,,,,,,,,,la gloria cubana medaille d'or no.4,la gloria cubana,,,,,https://drive.google.com/drive/folders/1wQkNbCV7qfZtdGvfGOtIEjKCOARD2YMc?usp=drive_link,10.0,1.0,
Diplomaticos,Diplomaticos No.2,,,,,,,,,,,diplomaticos no.2,diplomaticos,,,,,https://drive.google.com/drive/folders/1WeM4i5c43nL4tGXJcbjDQZfzXGwpL5Ip?usp=drive_link,25.0,1.0,
La Flor de Cano ,La Flor de Cano Selectos No.3,,,,,,,,,,,la flor de cano selectos no.3,la flor de cano,,,,,https://drive.google.com/drive/folders/1MSTXwEhuf6JIB1xQ_6wwNM18gOtWtd-r?usp=drive_link,25.0,1.0,
La Flor de Cano ,La Flor de Cano Elegidos,,,,,,,,,,,la flor de cano elegidos,la flor de cano,,,,,https://drive.google.com/drive/folders/1fgPmeVd3huvRJLWEplRmKeO2vmlzZHGd?usp=drive_link,10.0,1.0,
Por Larranaga,Por Larranaga Montecarlos,,,,,,,,,,,por larranaga montecarlos,por larranaga,,,,,https://drive.google.com/drive/folders/1_CuMwk6IHG3LuJ7mTNLAOlou4k0j5Vlb?usp=drive_link,25.0,1.0,
Por Larranaga,Por Larranaga Petit Coronas,,,,,,,,,,,por larranaga petit coronas,por larranaga,,,,,https://drive.google.com/drive/folders/1sdBiSb4S5m5AAwsA50xivski_we1qM2g?usp=drive_link,50.0,1.0,
Por Larranaga, Por Larranaga Picadores ,,,,,,,,,,,por larranaga picadores,por larranaga,,,,,https://drive.google.com/drive/folders/1uSL09Ne6z09EAiKRypCjDH6KlzIhHsAd?usp=drive_link,25.0,1.0,
Por Larranaga,Por Larranaga Galanes,,,,,,,,,,,por larranaga galanes,por larranaga,,,,,https://drive.google.com/drive/folders/1HlQ2swd0Y-m8MezYaCtEFb9cmXwqG-nw?usp=drive_link,10.0,1.0,
Por Larranaga,Por Larranga 47,,,,,,,,,,,por larranga 47,por larranaga,,,,,https://drive.google.com/drive/folders/1ztVxCGqzuub8STzuJc1C0pz_p_jjUpBe?usp=drive_link,50.0,1.0,
H. Upmann,H. Upmann Sir Winston,José Martí,,,,,,,,,,h. upmann sir winston,h. upmann,,,,,https://drive.google.com/drive/folders/1yvb50JAOwSx98lrD5-0q5mPWQNx_AlSl?usp=drive_link,25.0,1.0,
